Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating,Waste_per_Item,Carbon_per_Item,Water_Usage_per_Item
H&M,Brazil,2020,318.67,17.31,16,13930.58,251.88,367.46,196.05,69,0,22.38,117.1,5,9972,1400,-0.64,Positive,589.87,0.43,29.13,60.15,16.28,2.74,0.00115311,0.0437148,0.00079041
"Forever 21",Vietnam,2017,506.87,25.78,9,7004.99,275.17,818.6,195.88,50,0,29.54,211.96,18,7526,2020,0.1,Neutral,315.21,0.95,51.79,83.19,75.7,2.59,0.00161501,0.0138201,0.000542881
Zara,Brazil,2017,335.52,28.67,27,10108.66,156.51,696.48,177.99,60,3,12.35,129.21,17,8935,2955,0.18,Negative,414.97,0.13,57.34,83.85,72.23,0.66,0.00207582,0.0301283,0.00046647
Shein,Indonesia,2021,756.13,24.58,14,10870.83,218.8,946.17,217.09,62,1,36.54,139.54,3,7508,4203,0.4,Positive,508.78,0.96,70.62,99.39,68.75,0.17,0.00125133,0.0143769,0.000289368
H&M,UK,2019,418.41,24.13,12,12765.42,183.51,789.18,162.12,56,1,11.36,97.56,9,2515,7837,-0.97,Neutral,519.95,0.87,52.1,62.13,9.14,2.16,0.00188614,0.0305094,0.000438589
"Forever 21",China,2022,388.36,15.87,17,14567.34,226.26,611.29,100.56,62,1,16.9,134.67,12,2178,2631,-0.3,Positive,976.92,0.66,58.44,60.65,61.93,4.24,0.00157403,0.0375099,0.000582604
Shein,China,2017,434.65,14.58,16,3841.65,156.5,687.93,141.23,60,2,37.09,120.56,13,3765,4785,-0.34,Neutral,386.16,0.96,82.26,66.16,16.29,3.67,0.00158272,0.00883849,0.00036006
H&M,Brazil,2021,419.22,28.16,17,8091.57,169.6,602.24,126.73,48,0,11.2,114.76,16,3813,1542,0.25,Positive,250.73,0.23,97.28,44.33,94.8,0.67,0.00143657,0.0193015,0.000404561
"Forever 21",Vietnam,2018,588.66,26.71,20,11075.16,192.92,846.22,116.47,47,1,35.63,190.3,7,129,5557,0.53,Neutral,424.59,0.77,66.18,82.73,68.54,2.67,0.00143754,0.0188142,0.000327727
H&M,UK,2015,617.54,15.77,24,10045.96,140.79,686.01,151.68,48,0,37.11,128.47,12,5687,1409,-0.68,Positive,355.12,0.29,62.5,81.09,33.1,0.87,0.00111088,0.0162677,0.000227985
H&M,Bangladesh,2019,577.52,13.69,18,9845.26,153.69,622.99,155.25,67,3,16.38,163.42,8,5615,2069,-0.12,Negative,974.26,0.44,93.28,71.52,92.82,3.98,0.00107873,0.0170475,0.000266121
H&M,Brazil,2019,363.23,21.3,21,14400.7,266.72,1063.6,113.37,62,1,18.93,107.66,3,5589,6190,0.6,Positive,494.65,0.65,17.98,54.64,83.49,1.51,0.00292817,0.0396462,0.000734301
H&M,India,2016,571.09,22.77,22,10874,357.04,501.71,156.06,60,0,30.86,94.62,11,6273,5471,0.11,Negative,304.15,0.54,43.47,56.66,2.24,4.95,0.000878513,0.0190408,0.00062519
Shein,Bangladesh,2021,423.87,20.31,17,12112.76,218.59,1126.92,259.61,68,0,17.63,135.3,14,1256,7037,-0.25,Positive,651.48,0.77,91.62,45.77,64.28,0.52,0.00265865,0.0285766,0.000515701
"Forever 21",Brazil,2018,522.32,24.39,9,10602.36,99.44,827.93,152.77,56,2,29.35,189.39,19,6236,7849,-0.73,Positive,499.7,0.36,25.34,61.52,45.59,0.19,0.0015851,0.0202986,0.000190381
H&M,Brazil,2017,161.32,19.51,16,6631.3,300.07,752.46,126.34,42,0,32.52,134.06,9,4718,853,0.13,Neutral,392.2,0.87,38.62,6.12,37.44,1.04,0.00466439,0.0411065,0.00186009
Zara,Germany,2024,523.88,21.77,27,12856.48,237.7,993.03,203.37,42,0,23.21,89.25,8,2761,6991,0.01,Neutral,282.01,0.51,99.72,61.12,78.64,1.67,0.00189553,0.0245409,0.00045373
Uniqlo,India,2019,558.53,25.62,20,8431.92,195.02,820.16,168.41,63,4,22.82,103.14,8,9366,203,0.36,Positive,831.88,0.3,0.13,93.38,30.6,0.98,0.00146843,0.0150966,0.000349167
"Forever 21",Vietnam,2018,368.16,13.99,29,6898.93,137.11,752.83,102.64,53,1,33.72,170.16,19,8528,2573,0.26,Positive,599.44,0.96,37.73,61.82,87.82,2.25,0.00204484,0.0187389,0.00037242
Zara,UK,2020,455.54,15.43,22,7886.92,212.29,615.88,225.81,65,2,17.88,98.49,4,6891,6207,0.12,Neutral,378.2,0.17,94.95,60.33,90.32,1.99,0.00135198,0.0173133,0.000466018
H&M,UK,2018,555.35,21.62,22,12302.88,244.43,574.73,182.39,62,2,17.59,107.82,9,3949,1684,0.21,Positive,404.46,0.11,78.02,81.99,96.55,0.9,0.0010349,0.0221534,0.000440137
H&M,Bangladesh,2020,280.08,29.45,12,15242.99,203.1,680.7,118.06,65,3,32.55,145,17,7270,2072,-0.87,Negative,452.67,0.41,98.93,19.65,58.67,4.21,0.00243038,0.0544237,0.00072515
H&M,India,2017,230.71,26.08,19,6671.19,171.03,718.96,228.91,64,1,19.72,190.86,9,3019,7439,-0.4,Positive,507.24,0.65,23.95,46.66,20,2.79,0.00311629,0.0289159,0.00074132
"Forever 21",UK,2023,463.49,21.03,22,14675.88,68.38,892.25,124.23,50,1,31.53,125.27,4,5220,5231,0.09,Negative,602.16,0.63,14.68,69.85,14.5,0.07,0.00192507,0.0316639,0.000147533
"Forever 21",Germany,2019,367.45,21.44,7,14228.3,201.15,461,168.37,47,0,24.73,103.92,7,6899,2153,-0.6,Neutral,280.95,0.99,0.73,26.35,19.99,0.07,0.00125459,0.0387217,0.000547421
H&M,Turkey,2024,636.13,25.45,10,12030.82,138.08,458.15,211.52,59,2,33.43,147.16,18,9705,6123,0.64,Negative,756.37,0.67,71.65,4.28,74.4,2.43,0.000720214,0.0189125,0.000217063
Zara,UK,2015,376.19,17.91,8,8058.04,162.95,570.88,194.99,41,0,13.53,112.01,8,5261,4339,-0.3,Positive,367.78,0.79,62.25,47.6,77.94,1.18,0.00151753,0.0214201,0.000433159
Shein,Indonesia,2023,584.31,21.95,26,6436.3,199.04,569.84,147.81,56,1,39.41,150.64,4,6659,7268,0.55,Negative,664.47,0.7,29.19,48.97,11.04,2.36,0.000975236,0.0110152,0.000340641
Shein,Germany,2015,390.22,13.79,15,13129.67,73.4,736.04,99.1,60,1,28.85,113.91,16,8677,570,0.41,Negative,489.05,0.16,75.7,54.68,27.89,4.31,0.00188622,0.0336468,0.000188099
Shein,UK,2024,591.93,23.75,24,10177.94,244.47,927.03,165.52,48,1,33.42,105.12,9,3716,7241,0.96,Neutral,878,0.24,54.08,9.89,31.85,2.64,0.00156611,0.0171945,0.000413005
Shein,India,2016,479.42,22.82,19,6881.43,180.31,916.54,83.39,59,0,31.35,132.51,17,3314,7799,0.56,Positive,477.87,0.39,47.5,38.85,34.25,0.11,0.00191177,0.0143537,0.0003761
Uniqlo,India,2021,622.75,18.53,25,13565.42,151.62,988.91,164.69,61,0,36.03,107.18,3,3436,7530,0.86,Neutral,130.72,0.94,0.8,92.19,5.44,1.33,0.00158797,0.0217831,0.000243468
Uniqlo,UK,2021,84.07,30.35,23,10966.24,335.44,823.96,155.04,65,1,28.29,121.84,14,3183,1593,-0.82,Neutral,902.12,0.19,90.23,63.02,26.23,1.4,0.00980088,0.130442,0.00399001
Uniqlo,Indonesia,2017,284.18,28.52,16,12237.02,204.25,1339.1,102.52,65,0,20.04,149.65,17,1972,7612,0.81,Positive,632.04,0.9,50.87,64.32,39.42,2.34,0.00471215,0.0430608,0.000718735
Zara,USA,2019,545.08,8.82,18,10691.26,138.15,795.95,105.81,59,2,26.38,92.66,8,7333,688,-0.1,Positive,458.94,0.11,77.05,4.1,82.93,2.7,0.00146024,0.0196141,0.000253449
Zara,Brazil,2021,779.57,21.27,15,7431.75,206.68,934.85,225.82,54,0,34.22,139.04,6,492,4626,0.22,Negative,556.6,0.21,7.85,44.83,9.76,3.64,0.00119919,0.00953314,0.000265121
Shein,Bangladesh,2024,510.16,22.28,8,10531.95,210.34,943.53,222.55,61,1,20.87,79.82,11,5263,1470,-0,Negative,665.65,0.64,84.06,2.96,36.29,4.08,0.00184948,0.0206444,0.000412302
Shein,USA,2022,556.21,21.69,8,7502.95,221.02,721.96,150.29,51,1,39.59,175.65,10,934,3362,-0.01,Negative,723.56,0.12,60.86,83.05,23.68,1.11,0.001298,0.0134894,0.000397368
H&M,Bangladesh,2016,678.87,22.04,18,11642.61,207.9,798.16,164.22,55,3,15.07,188.6,11,536,2824,-0.74,Neutral,333,0.51,9.08,4.91,85.72,1.03,0.00117572,0.01715,0.000306244
H&M,USA,2022,331.14,21.21,19,7295.56,278,878.98,74.01,57,0,27.18,104.83,12,2950,1428,-0.1,Negative,477.99,0.98,99.04,65.02,12.71,2.53,0.00265441,0.0220316,0.000839524
Zara,Bangladesh,2019,720.11,34.81,25,11380.24,316.18,905.32,205.15,59,1,30.47,126.62,5,2222,3678,0.41,Positive,355.43,0.21,59.12,96.91,15.68,4.26,0.0012572,0.0158035,0.000439072
Shein,Brazil,2024,649.39,23.68,21,11573.55,183.56,688.47,141.06,65,3,14.57,83.15,8,5354,806,-0.17,Positive,511.19,0.98,73.57,1.55,88,0.5,0.00106018,0.0178222,0.000282665
"Forever 21",Bangladesh,2017,564.05,16.73,8,4553.89,218.77,534.06,87.08,64,1,12.85,129.93,9,930,238,0.86,Negative,417.92,0.25,14.43,54.14,61.44,2.4,0.000946831,0.00807356,0.000387856
Zara,Turkey,2019,318.37,21.87,20,4937.74,136.44,1173.07,154.07,61,0,19.11,109.76,8,6225,6684,-0.29,Negative,487.25,0.14,98.68,26.37,12.66,1.85,0.00368461,0.0155094,0.000428558
H&M,China,2016,366.81,25.14,10,6732.13,135.74,294.88,128.26,61,1,32.9,141.84,6,2413,4673,-0.66,Neutral,605.82,0.38,2.03,76.83,40.1,4.08,0.000803904,0.0183532,0.000370055
"Forever 21",Vietnam,2016,626.81,22.68,8,5960.24,234.51,1069.46,162.21,45,0,20.63,111.52,3,2964,5803,0.99,Neutral,532.52,0.61,82.45,72.51,85.28,0.87,0.00170619,0.00950885,0.000374133
"Forever 21",Germany,2024,489.57,12.34,19,2995.98,157.31,892,162.57,64,0,27.58,114.54,12,4834,3679,-0.02,Positive,562.11,0.69,57.91,14,16.14,3.36,0.00182201,0.00611962,0.000321323
Zara,Turkey,2024,242.23,15.33,18,16787.71,169.72,713.3,177.98,56,1,26.55,145.87,6,8650,3411,-0.27,Negative,368.46,0.44,74.33,45.63,2.86,4.6,0.00294472,0.0693048,0.000700656
Uniqlo,UK,2018,294.26,18.4,27,8029.65,162.32,357.02,196.48,53,1,39.71,114.27,6,4588,649,0.76,Positive,168.22,0.67,22.77,46.85,80.9,4.61,0.00121328,0.0272876,0.000551621
Zara,UK,2015,535.47,12.15,19,7714.04,298.28,935.57,153.65,65,0,14.56,112.92,5,8781,54,0.35,Negative,402.01,0.46,47.66,10.29,0.78,0.28,0.00174719,0.0144061,0.000557043
"Forever 21",India,2021,471.06,13.17,25,1960.05,182.39,980.22,119.41,56,0,14.89,138.59,13,7418,3386,-0.29,Positive,450.3,0.72,94.13,62.57,14.84,3.4,0.00208088,0.00416094,0.000387191
Uniqlo,China,2021,141.2,21.73,27,14476.3,247.55,592.4,67.25,64,1,23.89,141.68,8,7276,5347,0.62,Neutral,537.72,0.34,88.21,5.5,94.1,2.8,0.00419547,0.102523,0.00175319
H&M,UK,2020,319.49,27.22,22,13174.41,181.25,822.01,231.75,65,1,11.75,153.62,7,7718,1489,0.39,Positive,647.08,0.26,9.8,75.72,88.94,3.58,0.00257288,0.0412358,0.00056731
Uniqlo,Vietnam,2022,684.56,21.99,9,12578.17,182.36,642.79,206.75,67,0,19.54,24.01,11,701,3085,-0.14,Neutral,332.16,0.23,4.75,64.12,6.44,3.67,0.000938983,0.0183741,0.00026639
"Forever 21",Vietnam,2024,290.1,20.91,21,13353.77,248.57,846.74,118.82,68,0,32.16,37.1,13,2600,2717,-0.82,Neutral,253.3,0.45,59.78,36.75,70.51,3.71,0.00291879,0.0460316,0.000856842
Uniqlo,Vietnam,2021,556.76,20.85,13,11291.39,126.89,854.49,277.98,68,2,39.03,91.86,16,6459,3311,0.26,Positive,425.4,0.55,53.67,2.41,25.36,1.55,0.00153475,0.0202805,0.000227908
"Forever 21",UK,2022,453.49,23.15,29,12784.49,140.45,814.83,158.87,58,3,28.75,83.62,4,9244,2972,0.62,Negative,671.45,0.96,46.52,70.11,73.7,3.31,0.0017968,0.0281913,0.000309709
"Forever 21",Germany,2015,652.56,20.63,17,11262.8,190.54,656.38,282.9,55,1,30.02,114.56,12,7208,1404,-0.51,Positive,689.56,0.27,22,92.07,71.58,3.69,0.00100585,0.0172594,0.000291988
Shein,UK,2023,414.32,25.85,9,11010.43,265.05,687.49,142.42,56,1,24.96,144.7,3,7280,1990,-0.78,Positive,467.93,0.97,57.39,12.78,35.28,2.74,0.00165932,0.0265747,0.000639723
"Forever 21",UK,2018,420.18,20.19,10,6769.42,131.7,513.81,148.2,57,0,11.25,164.26,10,7542,4232,-0.68,Neutral,210.65,0.56,8.52,4.65,51.98,1.24,0.00122283,0.0161108,0.000313437
"Forever 21",Indonesia,2023,475.56,15.67,11,10738.09,216.29,829.99,111.74,60,2,15.45,172.9,10,9350,2592,-0.52,Neutral,448.54,0.49,14.86,4.19,6.31,4.71,0.00174529,0.0225799,0.000454811
H&M,Indonesia,2018,384.28,18.35,10,9137.09,192.46,1085.09,109.33,55,0,14.12,118.85,7,3194,4847,-0.67,Positive,431.64,0.39,43.22,71.39,1.31,1.58,0.0028237,0.0237772,0.000500833
Uniqlo,UK,2016,601.55,25.54,18,11670.15,236.77,676.94,242.89,59,1,27.7,173.93,8,4941,3093,0.59,Negative,372.72,0.76,7.7,79.65,91.94,0.3,0.00112533,0.0194001,0.0003936
H&M,Turkey,2020,517.88,19.88,21,6035.1,203.34,442.5,246.02,44,1,16.76,133.01,16,9344,4234,-0.14,Neutral,198.44,0.22,97.06,12.96,11.16,2.3,0.000854445,0.0116535,0.000392639
H&M,Bangladesh,2020,314.25,26.78,14,12175.48,91.4,878.75,236.62,60,0,25.58,152.04,10,3916,3198,-0.96,Neutral,620,0.31,2.39,34.55,14.57,2.9,0.00279634,0.0387446,0.000290851
H&M,USA,2018,381.82,18.87,26,9837.24,122.19,974.16,187.18,62,0,16.73,114.06,6,6639,5566,-0.29,Neutral,478.43,1,44.24,18.76,77.71,4.63,0.00255136,0.0257641,0.00032002
H&M,USA,2015,587.1,23.74,13,6969.74,209.67,689.42,125.68,43,2,30.51,118.07,11,9550,5622,0.12,Positive,725.96,0.99,42.51,17.59,47.19,1.18,0.00117428,0.0118715,0.000357128
Shein,USA,2019,344.3,20.85,7,10739.04,157.51,743.58,93.23,44,1,11.83,176.35,13,3281,3091,0.44,Positive,589.27,0.96,26.41,8.77,47.56,4.28,0.00215969,0.0311909,0.000457479
Uniqlo,Vietnam,2018,409.75,20.34,20,5705.64,223.88,812.8,122.45,64,1,35.04,105.66,9,2806,7130,0.27,Negative,534.59,0.27,17.07,87.03,41.97,3.27,0.00198365,0.0139247,0.000546382
H&M,USA,2018,766.26,20.16,27,7350.81,262.85,415.34,121.56,57,0,38.04,105.69,7,3826,7031,-0.54,Positive,376.69,0.18,31.38,65.78,36.85,2.75,0.000542035,0.0095931,0.00034303
Zara,Turkey,2015,415.12,27.55,22,8491.09,123.93,1243.63,193.2,63,1,37.92,148.8,5,8452,5964,-0.49,Neutral,371.22,0.15,33.75,46,68.7,3.23,0.00299583,0.0204545,0.00029854
Uniqlo,India,2021,464.64,9.53,13,5687.54,279.68,737.76,115.32,52,0,32.6,97.06,9,4795,6818,0.42,Neutral,595.23,0.67,94.62,20.7,98.9,4.15,0.00158781,0.0122407,0.000601928
H&M,USA,2018,762.23,24.79,10,10031.44,181.93,856.91,114.17,65,1,25.74,97.7,18,4211,4321,-0.77,Neutral,603.1,0.64,37.55,35.32,82.7,0.05,0.00112421,0.0131606,0.000238681
H&M,Indonesia,2024,548.96,26.81,21,15850.26,250.18,605.73,76.89,66,1,39.01,136.98,8,8451,3415,0.53,Neutral,403.3,0.74,61.61,88.49,24.71,4.52,0.00110341,0.0288733,0.000455734
Zara,India,2024,479.43,24.27,25,7134.75,180.47,1064.24,69.3,67,1,32.95,136.47,18,9390,192,-0.34,Negative,299.96,0.5,19.22,45,15.72,2.8,0.0022198,0.0148817,0.000376426
H&M,Turkey,2017,426.8,20.91,11,10654.47,205.92,1043.76,96.3,59,2,21.22,128.69,6,5900,4426,-0.73,Positive,762.93,0.78,92.97,60.07,63.45,3.81,0.00244555,0.0249636,0.000482474
Shein,India,2022,704.54,12.79,25,4360.26,283.01,848.95,231.78,41,1,13.8,130.09,15,387,835,0.02,Neutral,355.34,0.68,51.68,88.92,98.96,0.58,0.00120497,0.0061888,0.000401695
"Forever 21",USA,2019,344.33,27.38,9,11856.1,225.2,709.75,82.36,59,1,22.32,64.07,13,3239,3501,-0.15,Neutral,948.94,1,43.58,14.94,40.19,3.71,0.00206125,0.0344324,0.000654024
"Forever 21",China,2023,479.61,25.93,25,11069.24,223.52,1011.64,176.49,40,1,11.33,112.88,5,472,5637,-0.61,Negative,201.44,0.86,81.83,98.63,28.17,1.58,0.0021093,0.0230797,0.000466045
Zara,Germany,2024,469.01,21.56,29,5319.96,265.66,719.03,248.5,45,0,14.07,102.05,12,4857,2164,0.82,Positive,354.91,0.6,26.55,95.71,24.43,4.53,0.00153308,0.011343,0.000566427
Shein,Turkey,2020,641.06,24.41,25,7069.92,179.51,866.77,175.49,52,1,14.5,94.49,15,7826,263,-0.44,Negative,420.23,0.55,58.73,63.04,71.62,3.28,0.00135209,0.0110285,0.000280021
Uniqlo,Brazil,2019,429.96,23.98,25,11556.75,239.25,918.47,107.61,58,0,11.81,125.53,17,1267,4126,0.59,Neutral,497.51,0.76,92.55,5.86,1.16,3.5,0.00213618,0.0268787,0.000556447
H&M,India,2018,361.09,13.84,28,15022.78,241.49,791.97,27.94,63,1,37.93,144.29,4,482,7840,-0.45,Negative,511.75,0.33,46.41,73.3,9.38,4.74,0.00219328,0.041604,0.000668781
Zara,Bangladesh,2018,218.44,22.09,9,7000.77,322.15,915.83,149.16,42,2,20.91,100.66,15,1830,85,-0.04,Positive,124.63,0.84,83.29,85.06,80.34,2.44,0.00419259,0.0320489,0.00147478
Shein,China,2016,667.38,18,17,9752.26,182.34,926.38,122.31,61,2,23.01,111.32,15,6166,6872,-0.62,Neutral,514.7,0.95,40.14,52.84,12.27,2.7,0.00138808,0.0146128,0.000273218
"Forever 21",Turkey,2020,674.44,19.26,22,8604.9,219.32,729.72,226.61,46,1,31.65,96.79,5,7768,5381,-0.89,Negative,544.72,0.35,74.13,92.22,2.88,0,0.00108196,0.0127586,0.000325188
Uniqlo,Vietnam,2016,596.74,17.77,12,13081.86,182.6,561.64,108.11,41,1,30.36,123.56,5,3758,3832,-0.47,Positive,733.74,0.9,7.14,83.55,9.16,0.28,0.00094118,0.0219222,0.000305996
Shein,Brazil,2018,562.93,19.37,22,10901.98,308.38,774.47,140.79,69,0,37.36,91.91,19,5665,6805,0.78,Neutral,918.07,0.51,27.72,91.64,38.79,2.52,0.00137578,0.0193665,0.000547812
"Forever 21",Vietnam,2024,679.07,13.73,25,11770.36,90.86,778.77,192.91,49,0,32.72,122.24,6,8498,6170,-0.57,Neutral,374.59,0.3,27.51,58.68,65.97,0.09,0.00114682,0.0173331,0.000133801
H&M,USA,2019,438.65,12.35,27,11755.24,146.65,1021.29,119.68,55,2,32.37,139,17,1482,5446,-0.62,Negative,367.15,0.19,74.34,88.63,65.08,0.72,0.00232826,0.0267987,0.000334321
H&M,Vietnam,2023,796.81,13.05,29,10602.47,142.52,934.21,166.51,41,0,18.29,105.36,17,3201,4201,0.74,Negative,531.86,0.67,73.04,37.04,21.32,0.19,0.00117244,0.0133061,0.000178863
"Forever 21",USA,2022,908.14,17.9,9,9419.96,258.85,564.53,136.72,68,0,13.18,147.67,16,1242,5262,-0.08,Positive,474.04,0.43,26.45,6.65,51.93,1.56,0.000621633,0.0103728,0.000285033
Shein,India,2015,654.33,24.78,26,12687.55,205.49,778.77,126.19,46,0,17.35,104.76,19,7328,4388,0.12,Positive,275.89,0.91,3.1,27.14,73.13,3.38,0.00119018,0.0193901,0.000314046
Zara,Germany,2019,581.15,12.74,16,8466.48,202.51,886.49,145.52,48,1,17.07,108.3,4,4562,4626,0.55,Neutral,489.77,0.54,31,16.17,61.12,3.33,0.00152541,0.0145685,0.000348464
Uniqlo,China,2019,332.9,23.38,12,15252.52,125.97,990.93,126.21,63,0,17.61,111.51,12,9917,1920,0.74,Neutral,402.66,0.56,58.81,37.13,66.98,2.16,0.00297666,0.0458171,0.000378402
Zara,India,2015,600.98,22.74,19,9583.61,66.39,792.42,191.05,64,0,38.46,137.73,8,7440,6872,-0.07,Neutral,392.82,0.61,99.99,64.42,69.43,2.46,0.00131855,0.0159466,0.00011047
Shein,UK,2024,665.63,17.43,13,9231.56,166.93,833.18,194.55,48,0,17.52,158.92,9,789,5928,0.63,Positive,341.55,0.6,0.43,51.98,39.57,1.48,0.00125172,0.0138689,0.000250785
"Forever 21",Vietnam,2023,546.32,21.05,11,15715,166.51,762.67,107.74,67,2,29.19,89.57,4,4009,1273,-0.62,Positive,586.23,0.63,48.45,51.92,13.45,2.59,0.00139601,0.0287652,0.000304785
"Forever 21",India,2017,637.38,17.99,13,6685.99,232.14,561.17,134.05,52,0,37.56,114.54,5,2044,6289,0.76,Negative,522.67,0.68,71.3,27.73,0.06,4.33,0.000880432,0.0104898,0.00036421
Uniqlo,China,2020,479.38,20.59,10,13711.45,278.73,623.18,142.31,56,0,10.68,143.08,14,8040,5861,0.69,Neutral,581.79,0.45,55.28,77.63,8.48,4.29,0.00129997,0.0286025,0.000581439
"Forever 21",China,2018,334.06,13.98,12,11258.7,164.79,640.47,222.35,62,0,39.57,124.73,13,3155,6851,-0.67,Neutral,372.62,0.76,91.63,10.75,19.4,4.93,0.00191723,0.0337026,0.000493295
H&M,UK,2021,500.89,18.26,26,10282.53,244.42,757.1,177.56,47,1,32.25,82.54,12,1920,6934,0.92,Positive,376.04,0.33,83.58,60.77,98.15,4.73,0.00151151,0.0205285,0.000487971
Shein,UK,2021,640.23,14.8,19,10581.43,199.62,699.75,160.09,49,0,11.81,128.04,18,4267,4727,0.94,Negative,361.07,0.69,51.55,27.27,65.81,1.82,0.00109297,0.0165275,0.000311794
Uniqlo,Indonesia,2016,656.44,25.78,21,15736.53,143.76,1117.22,151.9,65,1,37.59,175.76,16,7359,1768,-0.66,Neutral,553,0.16,89.71,20.04,30.78,1.43,0.00170194,0.0239725,0.000218999
Zara,Indonesia,2018,659.24,13.83,24,10915.52,154.01,460.58,202.08,50,0,39.15,75.81,9,9095,5197,0,Negative,418.66,0.45,53.94,38.01,35.99,2.32,0.000698653,0.0165577,0.000233617
Uniqlo,Germany,2015,377.87,17.15,11,11689.54,230.16,982.72,174.02,44,1,21.63,64.29,5,8419,5945,-0.24,Negative,434.12,0.66,30.5,61.79,27.57,0.25,0.00260068,0.0309353,0.000609098
"Forever 21",USA,2021,590.19,29.31,23,9983.13,223.16,815.81,185.13,43,2,13.31,92.77,17,1589,5465,0.28,Positive,291.35,0.51,55.38,12.24,80.21,3.92,0.00138228,0.0169151,0.000378116
Uniqlo,USA,2019,491.21,18.8,14,11986.26,258.35,977.63,103.67,66,1,11.6,130.76,13,5556,3463,-0.19,Negative,856.09,0.65,75.3,73.46,1.98,3.44,0.00199025,0.0244015,0.000525946
Shein,Germany,2023,695.21,6.64,28,10082.12,219.3,982.98,93.06,46,1,38.76,191.25,6,1818,6566,0.73,Negative,226.27,0.14,42.89,76.22,95.32,4.93,0.00141393,0.0145023,0.000315444
Zara,China,2019,588.54,19.49,11,12262.94,277.97,809.71,66.92,67,0,19.96,116.67,15,6829,206,0.51,Negative,687.35,0.97,29.59,16.46,50.31,2.47,0.00137579,0.0208362,0.000472304
Zara,UK,2018,582.58,16.16,7,12014.2,223.05,1019.48,130.95,55,2,26.11,157.37,9,7204,2875,0.43,Neutral,593.28,0.49,88.92,31.19,4.24,3.25,0.00174994,0.0206224,0.000382866
Zara,Indonesia,2024,582,29.4,20,15792.73,214.29,774.71,128.09,43,3,39.74,88.23,7,9602,4710,-0.17,Negative,63.76,0.39,28.63,88.2,16.17,0.91,0.00133112,0.0271353,0.000368196
Zara,Turkey,2021,218.33,24.31,20,6129.5,239.78,875.27,180.32,68,1,15.07,173.57,15,4122,194,0.16,Neutral,499.2,0.4,83.94,76.24,72.09,4.99,0.00400893,0.0280745,0.00109825
Uniqlo,Bangladesh,2016,631.96,15.5,9,9891.18,182.82,879.52,219.95,44,0,39.57,136.29,5,3968,4435,0.28,Negative,494.52,0.35,86.61,35.78,49.46,0.32,0.00139173,0.0156516,0.00028929
Shein,Bangladesh,2021,638.89,14.12,25,10876.89,237.44,802.05,174.38,47,0,22.96,154.55,9,9912,7744,-0.67,Positive,175.3,0.58,28.58,21.48,59.04,4.58,0.00125538,0.0170247,0.000371645
Zara,UK,2017,441.87,22.04,28,11072.41,220.05,896.23,164.36,69,0,11.93,139.85,11,8423,1907,-0.17,Negative,165.23,0.34,1.49,78.84,81.33,1.11,0.00202827,0.0250581,0.000497997
Uniqlo,Turkey,2023,486.33,19.55,22,12889.33,261.82,1102.64,159.49,44,1,33.97,156.96,16,3367,4547,0.74,Negative,545.6,0.89,44.5,50.77,41.58,2.25,0.00226727,0.0265033,0.000538359
"Forever 21",Turkey,2021,526.3,21.2,12,14048.34,227.06,664.6,210.85,66,1,29.48,112.69,5,7361,2704,-0.71,Negative,180.36,0.36,50.75,34.21,56.84,0.27,0.00126278,0.0266926,0.000431427
H&M,China,2020,155.1,20.85,9,5013.4,164.19,903.77,161.08,57,0,14.11,135.74,11,1012,4199,-0.45,Neutral,580.44,0.52,45.92,99.53,94.92,2.99,0.00582701,0.0323237,0.00105861
H&M,UK,2020,437.96,16.9,12,9734.26,206.02,672.69,90.78,67,1,16.62,108.22,9,7383,4057,0.79,Negative,199.63,0.54,35.7,80.78,67.31,0.2,0.00153596,0.0222264,0.000470408
Uniqlo,Bangladesh,2023,701.35,14.5,28,8917.89,186.82,1030.59,115.43,58,1,35.59,138.58,15,8172,5206,-0.8,Positive,566.37,0.98,13.85,34.09,31.93,0.37,0.00146944,0.0127153,0.000266372
Uniqlo,Indonesia,2017,608,17.96,20,14169.25,268.44,716.88,131.38,44,0,25.34,94.09,7,8285,7118,0.23,Negative,168.56,1,65.25,37.24,33.17,4.66,0.00117908,0.0233047,0.000441513
Zara,Turkey,2016,487.93,25.41,29,6984.16,268.44,728.19,114.01,40,3,35.36,141.75,17,4375,5588,-0.28,Negative,560.75,0.76,74.12,60.71,29.15,4.63,0.00149241,0.0143139,0.000550161
"Forever 21",Germany,2022,714.46,21.28,25,12531.49,178.92,803.55,117.57,66,0,14.81,91.61,14,4267,4463,-0.79,Neutral,464.65,0.27,99.88,19.56,61.05,2.1,0.0011247,0.0175398,0.000250427
